000001	XEROX CORPORATION 
78DAA2	Cynosure Technologies Co.,Ltd 
78DAB3	GBO Technology 
78DB2F	Texas Instruments 
78DD08	Hon Hai Precision Ind. Co.,Ltd. 
78DD12	Arcadyan Corporation 
78DDD6	c-scape 
78DDD9	Guangzhou Shiyuan Electronics Co., Ltd.  
78DEE4	Texas Instruments 
78E103	Amazon Technologies Inc. 
78E2BD	Vodafone Automotive S.p.A. 
78E3B5	Hewlett Packard 
78E400	Hon Hai Precision Ind. Co.,Ltd. 
78E7D1	Hewlett Packard 
78E8B6	zte corporation 
78E980	RainUs Co.,Ltd 
78EB14	SHENZHEN FAST TECHNOLOGIES CO.,LTD 
78EB39	Instituto Nacional de Tecnología Industrial 
78EC22	Shanghai Qihui Telecom Technology Co., LTD 
78EC74	Kyland-USA 
78EF4C	Unetconvergence Co., Ltd. 
78F29E	PEGATRON CORPORATION 
78F557	HUAWEI TECHNOLOGIES CO.,LTD 
78F5E5	BEGA Gantenbrink-Leuchten KG 
78F5FD	HUAWEI TECHNOLOGIES CO.,LTD 
78F7BE	Samsung Electronics Co.,Ltd 
78F7D0	Silverbrook Research 
78F882	LG Electronics (Mobile Communications) 
78F944	Private 
78F9B4	Nokia 
78FC14	B Communications Pty Ltd 
78FD94	Apple, Inc. 
78FE3D	Juniper Networks 
78FE41	Socus networks 
78FEE2	Shanghai Diveo Technology Co., Ltd 
78FF57	Intel Corporate 
78FFCA	TECNO MOBILE LIMITED 
7A4BA4	Innostor Technology Corporation 
7AAB77	Orange 
7C010A	Texas Instruments 
7C0187	Curtis Instruments, Inc. 
7C0191	Apple, Inc. 
7C02BC	Hansung Electronics Co. LTD 
7C034C	Sagemcom Broadband SAS 
7C035E	Xiaomi Communications Co Ltd 
7C03AB	Xiaomi Communications Co Ltd 
7C03C9	Shenzhen YOUHUA Technology Co., Ltd	
7C03D8	Sagemcom Broadband SAS 
7C04D0	Apple, Inc. 
7C0507	PEGATRON CORPORATION 
7C051E	RAFAEL LTD. 
7C0623	Ultra Electronics, CIS 
7C08D9	Shanghai B-Star Technology Co 
7C092B	Bekey AS 
7C0A50	J-MEX Inc. 
7C0BC6	Samsung Electronics Co.,Ltd 
7C0CF6	Guangdong Huiwei High-tech Co., Ltd. 
7C0ECE	Cisco Systems, Inc 
7C1015	Brilliant Home Technology, Inc. 
7C11BE	Apple, Inc. 
7C11CB	HUAWEI TECHNOLOGIES CO.,LTD 
7C11CD	QianTang Technology 
7C1476	Damall Technologies SAS 
7C160D	Saia-Burgess Controls AG 
7C18CD	E-TRON Co.,Ltd. 
7C1A03	8Locations Co., Ltd. 
7C1AFC	Dalian Co-Edifice Video Technology Co., Ltd 
7C1C4E	LG Innotek 
7C1C68	Samsung Electronics Co.,Ltd 
7C1CF1	HUAWEI TECHNOLOGIES CO.,LTD 
7C1DD9	Xiaomi Communications Co Ltd 
7C1E52	Microsoft 
7C1EB3	2N TELEKOMUNIKACE a.s. 
7C2048	KoamTac 
7C2064	Alcatel Lucent IPD 
7C2302	Samsung Electronics Co.,Ltd 
7C240C	Telechips, Inc. 
7C2586	Juniper Networks 
7C2587	chaowifi.com 
7C2634	ARRIS Group, Inc. 
7C2664	Sagemcom Broadband SAS 
7C2A31	Intel Corporate 
7C2BE1	Shenzhen Ferex Electrical Co.,Ltd 
7C2CF3	Secure Electrans Ltd 
7C2E0D	Blackmagic Design 
7C2EBD	Google, Inc. 
7C2EDD	Samsung Electronics Co.,Ltd 
7C2F80	Gigaset Communications GmbH 
7C336E	MEG Electronics Inc. 
7C3548	Transcend Information 
7C3866	Texas Instruments 
7C386C	Real Time Logic 
7C38AD	Samsung Electronics Co.,Ltd 
7C3920	SSOMA SECURITY 
7C3953	zte corporation 
7C3BD5	Imago Group 
7C3CB6	Shenzhen Homecare Technology Co.,Ltd. 
7C3E9D	PATECH 
7C41A2	Nokia 
7C438F	E-Band Communications Corp. 
7C444C	Entertainment Solutions, S.L. 
7C4685	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd. 
7C477C	IEEE Registration Authority 
7C477C	BungBungame Inc 
7C477C	Photosynth Inc. 
7C477C	POWERLAND LIMITED 
7C477C	EyeLock LLC 
7C477C	RLC Electronics Systems 
7C477C	Midwest Microwave Solutions 
7C477C	Zerosystem LTD.Co 
7C477C	BlueSmart Technology Corporation 
7C477C	Shenzhen Eunicum Electric Co.,Ltd. 
7C477C	DaLian Cheering Tech Co.,Ltd 
7C477C	Dspread Technology (Beijing) Inc. 
7C477C	Hangzhou Yiyitaidi Information Technology Co., Ltd. 
7C477C	annapurnalabs 
7C477C	Speedifi Inc 
7C477C	I-Convergence.com 
7C49B9	Plexus Manufacturing Sdn Bhd 
7C49EB	XIAOMI Electronics,CO.,LTD 
7C4A82	Portsmith LLC 
7C4AA8	MindTree Wireless PVT Ltd 
7C4B78	Red Sun Synthesis Pte Ltd 
7C4C58	Scale Computing, Inc. 
7C4CA5	BSkyB Ltd 
7C4F7D	Sawwave 
7C4FB5	Arcadyan Technology Corporation 
7C5049	Apple, Inc. 
7C50DA	Private 
7C5259	Sichuan Jiuzhou Electronic Technology Co., Ltd. 
7C534A	Metamako 
7C55E7	YSI, Inc. 
7C573C	Aruba, a Hewlett Packard Enterprise Company 
7C574E	COBI GmbH 
7C5A1C	Sophos Ltd 
7C5A67	JNC Systems, Inc. 
7C5CF8	Intel Corporate 
7C604A	Avelon 
7C6097	HUAWEI TECHNOLOGIES CO.,LTD 
7C6166	Amazon Technologies Inc. 
7C6193	HTC Corporation 
7C6456	Samsung Electronics Co.,Ltd 
7C669D	Texas Instruments 
7C67A2	Intel Corporate 
7C696B	Atmosic Technologies 
7C69F6	Cisco Systems, Inc 
7C6AB3	IBC TECHNOLOGIES INC. 
7C6AC3	GatesAir, Inc 
7C6ADB	SafeTone Technology Co.,Ltd 
7C6AF3	Integrated Device Technology (Malaysia) Sdn. Bhd. 
7C6B33	Tenyu Tech Co. Ltd. 
7C6B52	Tigaro Wireless 
7C6B9C	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD 
7C6BF7	NTI co., ltd. 
7C6C39	PIXSYS SRL 
7C6C8F	AMS NEVE LTD 
7C6D62	Apple, Inc. 
7C6DA6	Superwave Group LLC 
7C6DF8	Apple, Inc. 
7C6F06	Caterpillar Trimble Control Technologies 
7C6FF8	ShenZhen ACTO Digital Video Technology Co.,Ltd. 
7C70BC	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information. 
7C70BC	Shanghai magcomm communication technology co ltd 
7C70BC	XD-GE Automation CO.,LTD 
7C70BC	Digital Lumens 
7C70BC	FLEXIM GmbH 
7C70BC	K-Vision Technology (Shanghai), Ltd 
7C70BC	Canary Connect, Inc. 
7C70BC	Bidgely 
7C70BC	Nomad Digital Ltd. 
7C70BC	Mennekes Elektrotechnik GmbH  Co. KG 
7C70BC	dogtra 
7C70BC	Ametek VIS 
7C70BC	Tohan　Engineering　Corporation 
7C70BC	Lukup Media 
7C70BC	mk-messtechnik GmbH 
7C70BC	HOPERUN MMAX DIGITAL PTE. LTD. 
7C70BC	Private 
7C7176	Wuxi iData Technology Company Ltd. 
7C72E4	Unikey Technologies 
7C738B	Cocoon Alarm Ltd 
7C7630	Shenzhen YOUHUA Technology Co., Ltd	
7C7635	Intel Corporate 
7C7668	HUAWEI TECHNOLOGIES CO.,LTD 
7C7673	ENMAS GmbH 
7C787E	Samsung Electronics Co.,Ltd 
7C79E8	PayRange Inc. 
7C7A53	Phytrex Technology Corp. 
7C7A91	Intel Corporate 
7C7B8B	Control Concepts, Inc. 
7C7BE4	ZSEDAI KENKYUSHO CORPORATION 
7C7D3D	HUAWEI TECHNOLOGIES CO.,LTD 
7C7D41	Jinmuyu Electronics Co., Ltd. 
7C822D	Nortec 
7C8274	Shenzhen Hikeen Technology CO.,LTD 
7C8306	Glen Dimplex Nordic as 
7C8956	Samsung Electronics Co.,Ltd 
7C89C1	Palo Alto Networks 
7C8BB5	Samsung Electronics Co.,Ltd 
7C8BCA	TP-LINK TECHNOLOGIES CO.,LTD. 
7C8D91	Shanghai Hongzhuo Information Technology co.,LTD 
7C8EE4	Texas Instruments 
7C9122	Samsung Electronics Co.,Ltd 
7C94B2	Philips Healthcare PCCI 
7C95B1	Aerohive Networks Inc. 
7C95F3	Cisco Systems, Inc 
7C96D2	Fihonest communication co.,Ltd 
7C9763	Openmatics s.r.o. 
7C9A1D	Apple, Inc. 
7C9A54	Technicolor CH USA Inc. 
7C9A9B	VSE valencia smart energy 
7CA15D	GN ReSound AS 
7CA177	HUAWEI TECHNOLOGIES CO.,LTD 
7CA237	King Slide Technology CO., LTD. 
7CA23E	HUAWEI TECHNOLOGIES CO.,LTD 
7CA29B	D.SignT GmbH  Co. KG 
7CA61D	MHL, LLC 
7CA97D	Objenious 
7CAB25	MESMO TECHNOLOGY INC. 
7CACB2	Bosch Software Innovations GmbH 
7CAD74	Cisco Systems, Inc 
7CB03E	OSRAM GmbH 
7CB0C2	Intel Corporate 
7CB15D	HUAWEI TECHNOLOGIES CO.,LTD 
7CB177	Satelco AG 
7CB21B	Cisco SPVTG 
7CB232	Hui Zhou Gaoshengda Technology Co.,LTD 
7CB25C	Acacia Communications 
7CB542	ACES Technology 
7CB59B	TP-LINK TECHNOLOGIES CO.,LTD. 
7CB733	ASKEY COMPUTER CORP 
7CB77B	Paradigm Electronics Inc 
7CB960	Shanghai X-Cheng telecom LTD 
7CBACC	IEEE Registration Authority 
7CBACC	TGT Limited 
7CBACC	Changsha SUNYE Electric Co., Ltd. 
7CBACC	Maco Lighting Pty. Ltd. 
7CBACC	Izkare 
7CBACC	Sun Asia Trade Co. 
7CBACC	Fortem Technologies, Inc. 
7CBACC	Fossil Power Systems Inc 
7CBACC	Virgin Orbit 
7CBACC	Collinear Networks Inc. 
7CBACC	Yongguan Electronic Technology (D.G)LTD 
7CBACC	annapurnalabs 
7CBACC	Briowireless Inc. 
7CBACC	Flying Loft Inc. 
7CBACC	SIGMA-ELEKTRO GmbH 
7CBACC	ALPHA TECHNOLOGIES, LLC 
7CBB6F	Cosco Electronics Co., Ltd. 
7CBB8A	Nintendo Co., Ltd. 
7CBC84	IEEE Registration Authority 
7CBC84	AG Neovo 
7CBC84	Xiamen Mage Information Technology Co.,Ltd. 
7CBC84	3S Technology Co., Ltd. 
7CBC84	Shanghai Yitu Technology Co. Ltd 
7CBC84	CONTINENTAL 
7CBC84	Nanning auto digital technology co.,LTD 
7CBC84	Société de Transport de Montréal 
7CBC84	Xuji Changnan Communication Equipment Co., Ltd. 
7CBC84	Shenzhen Kuang-chi  Space Technology Co., Ltd. 
7CBC84	HITIQ LIMITED 
7CBC84	OPNT BV 
7CBC84	Guangzhou Puppyrobot Technology Co.Ltd Beijing Branch 
7CBC84	Tibit Communications 
7CBC84	VANTAGE INTEGRATED SECURITY SOLUTIONS PVT LTD 
7CBC84	Beijing Topnew Group Co., Ltd 
7CBD06	AE REFUsol 
7CBF88	Mobilicom LTD 
7CBFB1	ARRIS Group, Inc. 
7CC385	HUAWEI TECHNOLOGIES CO.,LTD 
7CC3A1	Apple, Inc. 
7CC4EF	Devialet 
7CC537	Apple, Inc. 
7CC6C4	Kolff Computer Supplies b.v. 
7CC709	Shenzhen RF-LINK ElecTechnology.,Ltd 
7CC8AB	Acro Associates, Inc. 
7CC8D0	TIANJIN YAAN TECHNOLOGY CO., LTD. 
7CC8D7	Damalisk 
7CC95A	EMC 
7CCB0D	Antaira Technologies, LLC 
7CCBE2	IEEE Registration Authority 
7CCBE2	Heyuan Yongyida Technology Holdings Co.,Ltd. 
7CCBE2	CeoTronics AG 
7CCBE2	1000eyes GmbH 
7CCBE2	Astrum Technologies CC 
7CCBE2	Ningbo bird sales co.,LTD 
7CCBE2	DTECH Labs, Inc. 
7CCBE2	SY Electronics Limited 
7CCBE2	Hangzhou Kaicom Communication Co.,Ltd 
7CCBE2	Polarteknik Oy 
7CCBE2	Hangzhou Haohaokaiche Technology Co.,Ltd. 
7CCBE2	Shanghai Institute of Applied Physics, Chinese Academy of Sciences 
7CCBE2	Easy Broadband Technology Co., Ltd. 
7CCBE2	mirakonta s.l. 
7CCBE2	optilink networks pvt ltd 
7CCBE2	Aplex Technology Inc. 
7CCC1F	SICHUAN TIANYI COMHEART TELECOMCO.,LTD 
7CCCB8	Intel Corporate 
7CCD11	MS-Magnet 
7CCD3C	Guangzhou Juzing Technology Co., Ltd 
7CCFCF	Shanghai SEARI Intelligent System Co., Ltd 
7CD1C3	Apple, Inc. 
7CD30A	INVENTEC Corporation 
7CD661	Xiaomi Communications Co Ltd 
7CD762	Freestyle Technology Pty Ltd 
7CD844	Enmotus Inc 
7CD95C	Google, Inc. 
7CD9FE	New Cosmos Electric Co., Ltd. 
7CDA84	Dongnian Networks Inc. 
7CDB98	ASKEY COMPUTER CORP 
7CDD11	Chongqing MAS SCITECH.Co.,Ltd 
7CDD20	IOXOS Technologies S.A. 
7CDD76	Suzhou Hanming Technologies Co., Ltd. 
7CDD90	Shenzhen Ogemray Technology Co., Ltd. 
7CE044	NEON Inc 
7CE1FF	Computer Performance, Inc. DBA Digital Loggers, Inc. 
7CE2CA	Juniper Networks 
7CE4AA	Private 
7CE524	Quirky, Inc. 
7CE56B	ESEN Optoelectronics Technology Co.,Ltd. 
7CE97C	ITEL MOBILE LIMITED 
7CE9D3	Hon Hai Precision Ind. Co.,Ltd. 
7CEB7F	Dmet Products Corp. 
7CEBAE	Ridgeline Instruments 
7CEBEA	ASCT 
7CEC79	Texas Instruments 
7CEC9B	Fuzhou Teraway Information Technology Co.,Ltd 
7CED8D	Microsoft 
7CEF18	Creative Product Design Pty. Ltd. 
7CEF8A	Inhon International Ltd. 
7CF05F	Apple, Inc. 
7CF098	Bee Beans Technologies, Inc. 
7CF0BA	Linkwell Telesystems Pvt Ltd 
7CF429	NUUO Inc. 
7CF854	Samsung Electronics 
7CF90E	Samsung Electronics Co.,Ltd 
7CF95C	U.I. Lapp GmbH 
7CFADF	Apple, Inc. 
7CFC3C	Visteon Corporation 
7CFD82	GUANGDONG GENIUS TECHNOLOGY CO., LTD. 
7CFE28	Salutron Inc. 
7CFE4E	Shenzhen Safe vision Technology Co.,LTD 
7CFE90	Mellanox Technologies, Inc. 
7CFF4D	AVM Audiovisuelles Marketing und Computersysteme GmbH 
7CFF62	Huizhou Super Electron Technology Co.,Ltd. 
800000	MPLS Multicast 
80000B	Intel Corporate 
800010	ATT BELL LABORATORIES 
80006E	Apple, Inc. 
800184	HTC Corporation 
80029C	Gemtek Technology Co., Ltd. 
8002DF	ORA Inc. 
800588	Ruijie Networks Co.,LTD 
8005DF	Montage Technology Group Limited 
8007A2	Esson Technology Inc. 
800902	Keysight Technologies, Inc. 
800A06	COMTEC co.,ltd 
800A80	IEEE Registration Authority 
800A80	Golana Technology (Shenzhen) Co., Ltd. 
800A80	Dongguan I-Chime electrinics Co.,Ltd 
800A80	Sumitomo Wiring Systems, Ltd. 
800A80	Beijing VControl Technology Co., Ltd. 
800A80	LLVISION TECHNOLOGY CO.,LTD 
800A80	Shenzhen Zidoo Technology Co., Ltd. 
800A80	Beijing Gooagoo Technical Service Co.,Ltd. 
800A80	Private 
800B51	Chengdu XGimi Technology Co.,Ltd 
800DD7	Latticework, Inc 
800E24	ForgetBox 
801382	HUAWEI TECHNOLOGIES CO.,LTD 
801440	Sunlit System Technology Corp 
8014A8	Guangzhou V-SOLUTION Electronic Technology Co., Ltd. 
8016B7	Brunel University 
80177D	Nortel Networks 
801844	Dell Inc. 
8018A7	Samsung Eletronics Co., Ltd 
801934	Intel Corporate 
801967	Shanghai Reallytek Information Technology  Co.,Ltd 
8019FE	JianLing Technology CO., LTD 
801DAA	Avaya Inc 
801F02	Edimax Technology Co. Ltd. 
801F12	Microchip Technology Inc. 
8020AF	Trade FIDES, a.s. 
8020DA	Sagemcom Broadband SAS 
802275	Beijing Beny Wave Technology Co Ltd 
802689	D-Link International 
802994	Technicolor CH USA 
802AA8	Ubiquiti Networks, Inc. 
802AFA	Germaneers GmbH 
802BF9	Hon Hai Precision Ind. Co.,Ltd. 
802DE1	Solarbridge Technologies 
802E14	azeti Networks AG 
802FDE	Zurich Instruments AG 
8030DC	Texas Instruments 
8030E0	Hewlett Packard Enterprise 
803457	OT Systems Limited 
8035C1	Xiaomi Communications Co Ltd 
803773	NETGEAR 
803896	SHARP Corporation 
8038BC	HUAWEI TECHNOLOGIES CO.,LTD 
8038FD	LeapFrog Enterprises, Inc. 
8039E5	PATLITE CORPORATION 
803A0A	Integrated Device Technology (Malaysia) Sdn. Bhd. 
803A59	ATT 
803AF4	Fiberhome Telecommunication Technologies Co.,LTD 
803B2A	ABB Xiamen Low Voltage Equipment Co.,Ltd. 
803B9A	ghe-ces electronic ag 
803BF6	LOOK EASY INTERNATIONAL LIMITED 
803F5D	Winstars Technology Ltd 
803FD6	bytes at work AG 
804126	HUAWEI TECHNOLOGIES CO.,LTD 
80414E	BBK Electronics Corp., Ltd., 
80427C	Adolf Tedsen GmbH  Co. KG 
804731	Packet Design, Inc. 
8048A5	SICHUAN TIANYI COMHEART TELECOM CO.,LTD 
804971	Apple, Inc. 
804A14	Apple, Inc. 
804B20	Ventilation Control 
804E70	Samsung Electronics Co.,Ltd 
804E81	Samsung Electronics Co.,Ltd 
804F58	ThinkEco, Inc. 
80501B	Nokia Corporation 
805067	W  D TECHNOLOGY CORPORATION 
8050F6	ITEL MOBILE LIMITED 
80546A	SHENZHEN GONGJIN ELECTRONICS CO.,LT 
8056F2	Hon Hai Precision Ind. Co.,Ltd. 
805719	Samsung Electronics Co.,Ltd 
8058C5	NovaTec Kommunikationstechnik GmbH 
8058F8	Motorola Mobility LLC, a Lenovo Company 
8059FD	Noviga 
805A04	LG Electronics (Mobile Communications) 
805E0C	YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD. 
805E4F	FN-LINK TECHNOLOGY LIMITED 
805EC0	YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD. 
806007	RIM 
80615F	Beijing Sinead Technology Co., Ltd.  
80618F	Shenzhen sangfei consumer communications co.,ltd 
806459	Nimbus Inc. 
80656D	Samsung Electronics Co.,Ltd 
8065E9	BenQ Corporation 
806629	Prescope Technologies CO.,LTD. 
806933	HUAWEI TECHNOLOGIES CO.,LTD 
806940	LEXAR CO.,LIMITED 
806AB0	Shenzhen TINNO Mobile Technology Corp. 
806C1B	Motorola Mobility LLC, a Lenovo Company 
806C8B	KAESER KOMPRESSOREN AG 
806CBC	NET New Electronic Technology GmbH 
806FB0	Texas Instruments 
80711F	Juniper Networks 
80717A	HUAWEI TECHNOLOGIES CO.,LTD 
80739F	KYOCERA Corporation 
807459	Ks Co.,Ltd. 
807693	Newag SA 
8079AE	ShanDong Tecsunrise  Co.,Ltd 
807A7F	ABB Genway Xiamen Electrical Equipment CO., LTD 
807ABF	HTC Corporation 
807B1E	Corsair Components 
807B85	IEEE Registration Authority 
807B85	Shiroshita Industrial Co., Ltd. 
807B85	Hangzhou Synway Information Engineering Co., Ltd 
807B85	Phoenix Co.,Ltd. 
807B85	Zhuhai TOP Intelligence Electric Co., Ltd. 
807B85	Quantel USA, Inc. 
807B85	EFCO 
807B85	Quickte Technology Co.,Ltd 
807B85	Chendu Ningshui Technology Co.,Ltd 
807B85	IDair, LLC 
807B85	SMART ELECTRONICS NZ LIMITED 
807B85	Interplan Co., Ltd. 
807B85	Oliotalo Oy 
807B85	Ningbo Plus and Popscreens electronic Technology Co.,LTD 
807B85	Kaynes Technology India Pvt Ltd 
807B85	Mersen 
807B85	Private 
807D14	HUAWEI TECHNOLOGIES CO.,LTD 
807D1B	Neosystem Co. Ltd. 
807D3A	Espressif Inc. 
807DE3	Chongqing Sichuan Instrument Microcircuit Co.LTD. 
8081A5	TONGQING COMMUNICATION EQUIPMENT (SHENZHEN) Co.,Ltd 
808223	Apple, Inc. 
808287	ATCOM Technology Co.Ltd. 
8084A9	oshkosh Corporation 
808698	Netronics Technologies Inc. 
8086F2	Intel Corporate 
808917	TP-LINK TECHNOLOGIES CO.,LTD. 
808B5C	Shenzhen Runhuicheng Technology Co., Ltd 
808C97	Kaonmedia CO., LTD. 
808DB7	Hewlett Packard Enterprise 
808F1D	TP-LINK TECHNOLOGIES CO.,LTD. 
80912A	Lih Rong electronic Enterprise Co., Ltd. 
809133	AzureWave Technology Inc. 
8091C0	AgileMesh, Inc. 
80929F	Apple, Inc. 
809393	Xapt GmbH 
80946C	TOKYO RADAR CORPORATION 
809621	Lenovo 
8096B1	ARRIS Group, Inc. 
8096CA	Hon Hai Precision Ind. Co.,Ltd. 
80971B	Altenergy Power System,Inc. 
809B20	Intel Corporate 
809FAB	Fiberhome Telecommunication Technologies Co.,LTD 
80A036	Shanghai MXCHIP Information Technology Co., Ltd. 
80A1AB	Intellisis 
80A1D7	Shanghai DareGlobal Technologies Co.,Ltd 
80A235	Edgecore Networks Corporation 
80A589	AzureWave Technology Inc. 
80A796	Neurotek LLC 
80A85D	Osterhout Design Group 
80AAA4	USAG 
80ACAC	Juniper Networks 
80AD16	Xiaomi Communications Co Ltd 
80AD67	Kasda Networks Inc 
80B03D	Apple, Inc. 
80B219	ELEKTRON TECHNOLOGY UK LIMITED 
80B234	Technicolor CH USA Inc. 
80B289	Forworld Electronics Ltd. 
80B32A	Alstom Grid 
80B575	HUAWEI TECHNOLOGIES CO.,LTD 
80B624	IVS 
80B686	HUAWEI TECHNOLOGIES CO.,LTD 
80B708	Blue Danube Systems, Inc 
80B709	Viptela, Inc 
80B95C	ELFTECH Co., Ltd. 
80BAAC	TeleAdapt Ltd 
80BAE6	Neets 
80BBEB	Satmap Systems Ltd 
80BE05	Apple, Inc. 
80C16E	Hewlett Packard 
80C548	Shenzhen Zowee Technology Co.,Ltd 
80C5E6	Microsoft Corporation 
80C5F2	AzureWave Technology Inc. 
80C63F	Remec Broadband Wireless , LLC 
80C6AB	Technicolor USA Inc. 
80C6CA	Endian s.r.l. 
80C755	Panasonic Appliances Company 
80C7C5	Fiberhome Telecommunication Technologies Co.,LTD 
80C862	Openpeak, Inc 
80CE62	Hewlett Packard 
80CEB1	Theissen Training Systems GmbH 
80CEB9	Samsung Electronics Co.,Ltd 
80CF41	Lenovo Mobile Communication Technology Ltd. 
80D019	Embed, Inc 
80D04A	Technicolor CH USA Inc. 
80D065	CKS Corporation 
80D09B	HUAWEI TECHNOLOGIES CO.,LTD 
80D160	Integrated Device Technology (Malaysia) Sdn. Bhd. 
80D18B	Hangzhou Iconverge Technology Co.,Ltd 
80D21D	AzureWave Technology Inc. 
80D336	CERN 
80D433	LzLabs GmbH 
80D4A5	HUAWEI TECHNOLOGIES CO.,LTD 
80D605	Apple, Inc. 
80D733	QSR Automations, Inc. 
80DA13	eero inc. 
80DABC	Megafone Limited 
80DB31	Power Quotient International Co., Ltd. 
80E01D	Cisco Systems, Inc 
80E4DA	IEEE REGISTRATION AUTHORITY  - Please see MAM public listing for more information. 
80E4DA	Wheatstone Corporation 
80E4DA	Guangzhou Pinzhong Electronic Technology CO., LTD 
80E4DA	Thurlby Thandar Instruments LTD 
80E4DA	Beijing Gaokezhongtian Technology Co Ltd 
80E4DA	Beijing Yuantel Technolgy Co.,Ltd-Shenzhen Branch 
80E4DA	CAVALRY STORAGE INC 
80E4DA	BroadMedia Co., Ltd. 
80E4DA	Shortcut Labs 
80E4DA	Krizer international Co,. Ltd. 
80E4DA	Elcus 
80E4DA	Neutronics 
80E4DA	Nanjing LILO Technology Co. Ltd. 
80E4DA	EVER Sp. z o.o. 
80E4DA	Dalian Roiland Technology Co.,Ltd 
80E4DA	Akenori PTE LTD 
80E4DA	Private 
80E650	Apple, Inc. 
80E86F	Cisco Systems, Inc 
80EA23	Wistron Neweb Corp. 
80EA96	Apple, Inc. 
80EACA	Dialog Semiconductor Hellas SA 
80EB77	Wistron Corporation 
80ED2C	Apple, Inc. 
80EE73	Shuttle Inc. 
80F25E	Kyynel 
80F503	Pace plc 
80F593	IRCO Sistemas de Telecomunicación S.A. 
80F62E	Hangzhou H3C Technologies Co., Limited 
80F8EB	RayTight 
80FA5B	CLEVO CO. 
80FB06	HUAWEI TECHNOLOGIES CO.,LTD 
80FBF0	Quectel Wireless Solutions Co., Ltd. 
80FD7A	BLU Products Inc 
80FFA8	UNIDIS 
84002D	PEGATRON CORPORATION 
8400D2	Sony Mobile Communications AB 
8401A7	Greyware Automation Products, Inc 
8404D2	Kirale Technologies SL 
840B2D	SAMSUNG ELECTRO-MECHANICS CO., LTD 
840B7C	Hitron Technologies. Inc 
840D8E	Espressif Inc. 
840F45	Shanghai GMT Digital Technologies Co., Ltd 
84100D	Motorola Mobility LLC, a Lenovo Company 
84119E	Samsung Electronics Co.,Ltd 
84139F	zte corporation 
8416F9	TP-LINK TECHNOLOGIES CO.,LTD. 
841715	GP Electronics (HK) Ltd. 
841766	Weifang GoerTek Electronics Co., Ltd 
8417EF	Technicolor CH USA Inc. 
841826	Osram GmbH 
84183A	Ruckus Wireless 
841888	Juniper Networks 
841B38	Shenzhen Excelsecu Data Technology Co.,Ltd 
841B5E	NETGEAR 
841C70	zte corporation 
841E26	KERNEL-I Co.,LTD 
842096	SHENZHEN RF-LINK TECHNOLOGY CO.,LTD. 
842141	Shenzhen Ginwave Technologies Ltd. 
8421F1	HUAWEI TECHNOLOGIES CO.,LTD 
84248D	Zebra Technologies Inc 
842519	Samsung Electronics 
84253F	Silex Technology, Inc 
8425A4	Tariox Limited 
8425DB	Samsung Electronics Co.,Ltd 
842615	ADB Broadband Italia 
84262B	Alcatel-Lucent 
842690	BEIJING THOUGHT SCIENCE CO.,LTD. 
8427CE	Corporation of the Presiding Bishop of The Church of Jesus Christ of Latter-day Saints 
84285A	Saffron Solutions Inc 
842914	EMPORIA TELECOM Produktions- und VertriebsgesmbH  Co KG 
842999	Apple, Inc. 
842B2B	Dell Inc. 
842B50	Huria Co.,Ltd. 
842BBC	Modelleisenbahn GmbH 
842C80	Sichuan Changhong Electric Ltd. 
842E27	Samsung Electronics Co.,Ltd 
842F75	Innokas Group 
8430E5	SkyHawke Technologies, LLC 
84326F	AVA Electronics Co., Ltd. 
8432EA	ANHUI WANZTEN PT CO., LTD 
843497	Hewlett Packard 
843611	hyungseul publishing networks 
843835	Apple, Inc. 
843838	Samsung Electro Mechanics co., LTD. 
8439BE	HINO ENGINEERING, INC 
8439BE	Guangzhou Heygears Technology Ltd 
8439BE	Cheng Du virtual world Technology Limited. 
8439BE	ShenZhen Fudeyu Technology co.,Ltd 
8439BE	Shenzhen Ramos Digital Technology Co,.Ltd. 
8439BE	Neat S.r.l. 
8439BE	Shenzhen IP3 Century Intelligent Technology Co., Ltd 
8439BE	Diamond Products LLC 
8439BE	Guangdong SunMeng Information Technology Co. Ltd. 
8439BE	Emotiq s.r.l. 
8439BE	Shenzhen Horn Audio Co.,Ltd. 
8439BE	EDC Electronic Design Chemnitz GmbH 
8439BE	Shenzhen Lidaxun Digital Technology Co.,Ltd 
843A4B	Intel Corporate 
843DC6	Cisco Systems, Inc 
843F4E	Tri-Tech Manufacturing, Inc. 
844076	Drivenets 
844167	Apple, Inc. 
844464	ServerU Inc 
844765	HUAWEI TECHNOLOGIES CO.,LTD 
844823	WOXTER TECHNOLOGY Co. Ltd 
844915	vArmour Networks, Inc. 
844BB7	Beijing Sankuai Online Technology Co.,Ltd 
844BF5	Hon Hai Precision Ind. Co.,Ltd. 
844F03	Ablelink Electronics Ltd 
84509A	Easy Soft TV Co., Ltd 
845181	Samsung Electronics Co.,Ltd 
8455A5	Samsung Electronics Co.,Ltd 
84569C	Coho Data, Inc., 
845787	DVR CC Co., Ltd. 
845A81	ffly4u 
